Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,DistancePMJ,Label,Size [vox],MAP(),STD()
"2024-07-06 16:40:16","6.0","/Users/FMUHAMMA/Desktop/Mri/sc_analysis_T2s_2024-07-06-all/data_processed/sub-CSM002U/ses-spinalcord/anat/T2star/sub-CSM002U_ses-spinalcord_T2star_gmseg.nii.gz","","7","","30,31,32,33,34,35",0.0,"",""
"2024-07-08 14:19:56","6.0","/Users/FMUHAMMA/Desktop/Mri/sc_analysis_T2s_all/data_processed/sub-CSM002U/ses-spinalcord/anat/T2star/sub-CSM002U_ses-spinalcord_T2star_gmseg.nii.gz","","7","","30,31,32,33,34,35",0.0,"",""
