Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,DistancePMJ,Label,Size [vox],MAP(),STD()
"2024-07-06 16:40:04","6.0","/Users/FMUHAMMA/Desktop/Mri/sc_analysis_T2s_2024-07-06-all/data_processed/sub-HC003U/ses-spinalcord/anat/T2star/sub-HC003U_ses-spinalcord_T2star_gmseg.nii.gz","9:11","4","","30,31,32,33,34,35",210.21873842528913,0.9813311687835952,0.41324467783303803
"2024-07-08 14:19:31","6.0","/Users/FMUHAMMA/Desktop/Mri/sc_analysis_T2s_all/data_processed/sub-HC003U/ses-spinalcord/anat/T2star/sub-HC003U_ses-spinalcord_T2star_gmseg.nii.gz","9:11","4","","30,31,32,33,34,35",210.21873842528913,0.8536585365853658,0.41324467783303803
