Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,DistancePMJ,Label,Size [vox],MAP(),STD()
"2024-07-06 16:40:11","6.0","/Users/FMUHAMMA/Desktop/Mri/sc_analysis_T2s_2024-07-06-all/data_processed/sub-HC003U/ses-spinalcord/anat/T2star/sub-HC003U_ses-spinalcord_T2star_gmseg.nii.gz","6:8","5","","30,31,32,33,34,35",209.1804422472904,1.01596399075597,0.4048630188536068
"2024-07-08 14:20:15","6.0","/Users/FMUHAMMA/Desktop/Mri/sc_analysis_T2s_all/data_processed/sub-HC003U/ses-spinalcord/anat/T2star/sub-HC003U_ses-spinalcord_T2star_gmseg.nii.gz","6:8","5","","30,31,32,33,34,35",209.1804422472904,0.8774509803921569,0.4048630188536068
